git [Time: 2024-04-22 04:17:39,856, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28348
[Time: 2024-04-22 09:32:36,464, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:32:36] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:32:36,466, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:32:36] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:32:36,494, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:32:36] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:32:36,567, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:32:36] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[Time: 2024-04-22 09:32:40,066, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28306
[Time: 2024-04-22 09:32:40,067, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:32:40,567, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28306 HTTP/1.1" 200 347
[Time: 2024-04-22 09:32:40,568, File: weather.py:14, Function: __init__] INFO -  Weather for 28306 retrieved
[Time: 2024-04-22 09:32:40,569, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28306
[Time: 2024-04-22 09:32:40,569, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:32:40,571, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): huggingface.co:443
[Time: 2024-04-22 09:32:40,775, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:32:40,932, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:32:40,971, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:32:41,467, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:32:41,842, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:32:41] "GET /get_weather?zip=28306 HTTP/1.1" 200 -
[Time: 2024-04-22 09:33:53,612, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28306
[Time: 2024-04-22 09:33:53,613, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:33:54,175, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28306 HTTP/1.1" 200 347
[Time: 2024-04-22 09:33:54,177, File: weather.py:14, Function: __init__] INFO -  Weather for 28306 retrieved
[Time: 2024-04-22 09:33:54,177, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28306
[Time: 2024-04-22 09:33:54,178, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:33:54,234, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:33:54,491, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:33:54,527, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:33:55,292, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:33:55,570, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:33:55] "GET /get_weather?zip=28306 HTTP/1.1" 200 -
[Time: 2024-04-22 09:34:18,315, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28306
[Time: 2024-04-22 09:34:18,316, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:34:18,719, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28306 HTTP/1.1" 200 347
[Time: 2024-04-22 09:34:18,721, File: weather.py:14, Function: __init__] INFO -  Weather for 28306 retrieved
[Time: 2024-04-22 09:34:18,721, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28306
[Time: 2024-04-22 09:34:18,722, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:34:18,768, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:34:18,967, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:34:19,032, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:34:19,474, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:34:19,764, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:34:19] "GET /get_weather?zip=28306 HTTP/1.1" 200 -
[Time: 2024-04-22 09:35:09,133, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 
[Time: 2024-04-22 09:35:09,135, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:35:09,627, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip= HTTP/1.1" 400 46
[Time: 2024-04-22 09:35:09,640, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:35:09] "[35m[1mGET /get_weather?zip= HTTP/1.1[0m" 500 -
[Time: 2024-04-22 09:35:16,909, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28306
[Time: 2024-04-22 09:35:16,910, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:35:17,237, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28306 HTTP/1.1" 200 347
[Time: 2024-04-22 09:35:17,239, File: weather.py:14, Function: __init__] INFO -  Weather for 28306 retrieved
[Time: 2024-04-22 09:35:17,248, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28306
[Time: 2024-04-22 09:35:17,255, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:35:17,292, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:35:17,533, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:35:17,566, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:35:18,406, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:35:18,646, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:35:18] "GET /get_weather?zip=28306 HTTP/1.1" 200 -
[Time: 2024-04-22 09:35:21,756, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:35:21] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:35:21,788, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:35:21] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:35:21,788, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:35:21] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:35:21,815, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:35:21] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:35:21,862, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:35:21] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[Time: 2024-04-22 09:35:27,181, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28348
[Time: 2024-04-22 09:35:27,183, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:35:27,545, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28348 HTTP/1.1" 200 345
[Time: 2024-04-22 09:35:27,546, File: weather.py:14, Function: __init__] INFO -  Weather for 28348 retrieved
[Time: 2024-04-22 09:35:27,547, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28348
[Time: 2024-04-22 09:35:27,547, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:35:27,580, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:35:27,725, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:35:27,755, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:35:28,476, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:35:28,724, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:35:28] "GET /get_weather?zip=28348 HTTP/1.1" 200 -
[Time: 2024-04-22 09:35:49,461, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:35:49] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:35:49,516, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:35:49] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:35:49,516, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:35:49] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:35:49,605, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:35:49] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:35:52,831, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28306
[Time: 2024-04-22 09:35:52,832, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:35:53,143, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28306 HTTP/1.1" 200 347
[Time: 2024-04-22 09:35:53,145, File: weather.py:14, Function: __init__] INFO -  Weather for 28306 retrieved
[Time: 2024-04-22 09:35:53,145, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28306
[Time: 2024-04-22 09:35:53,146, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:35:53,147, File: connectionpool.py:292, Function: _get_conn] DEBUG -  Resetting dropped connection: huggingface.co
[Time: 2024-04-22 09:35:53,348, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:35:53,617, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:35:53,648, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:35:54,312, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:35:54,553, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:35:54] "GET /get_weather?zip=28306 HTTP/1.1" 200 -
[Time: 2024-04-22 09:36:46,448, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 28306
[Time: 2024-04-22 09:36:46,449, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:36:46,777, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=28306 HTTP/1.1" 200 347
[Time: 2024-04-22 09:36:46,779, File: weather.py:14, Function: __init__] INFO -  Weather for 28306 retrieved
[Time: 2024-04-22 09:36:46,779, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 28306
[Time: 2024-04-22 09:36:46,779, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Fair and a temperature is 47.0 degrees Fahrenheit with 90% humidity.
[Time: 2024-04-22 09:36:46,820, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:36:46,973, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:36:47,014, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:36:47,536, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:36:47,776, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:36:47] "GET /get_weather?zip=28306 HTTP/1.1" 200 -
[Time: 2024-04-22 09:37:12,893, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:37:12] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:37:12,920, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:37:12] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:37:12,920, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:37:12] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:37:12,947, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:37:12] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:37:18,968, File: weather.py:17, Function: get_weather] DEBUG -  Getting weather for 27514
[Time: 2024-04-22 09:37:18,969, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): us-weather-by-zip-code.p.rapidapi.com:443
[Time: 2024-04-22 09:37:19,440, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://us-weather-by-zip-code.p.rapidapi.com:443 "GET /getweatherzipcode?zip=27514 HTTP/1.1" 200 355
[Time: 2024-04-22 09:37:19,441, File: weather.py:14, Function: __init__] INFO -  Weather for 27514 retrieved
[Time: 2024-04-22 09:37:19,442, File: weather.py:39, Function: verbal_weather] DEBUG -  Verbose message requested for 27514
[Time: 2024-04-22 09:37:19,442, File: weather.py:40, Function: verbal_weather] DEBUG -  Weather is Mostly Cloudy and a temperature is 45.0 degrees Fahrenheit with 97% humidity.
[Time: 2024-04-22 09:37:19,444, File: connectionpool.py:1055, Function: _new_conn] DEBUG -  Starting new HTTPS connection (1): huggingface.co:443
[Time: 2024-04-22 09:37:19,692, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/tokenizer_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:37:19,925, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:37:19,958, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:37:20,572, File: connectionpool.py:549, Function: _make_request] DEBUG -  https://huggingface.co:443 "HEAD /google/flan-t5-base/resolve/main/generation_config.json HTTP/1.1" 503 0
[Time: 2024-04-22 09:37:20,953, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:37:20] "GET /get_weather?zip=27514 HTTP/1.1" 200 -
[Time: 2024-04-22 09:38:18,499, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:38:18] "GET / HTTP/1.1" 200 -
[Time: 2024-04-22 09:38:18,536, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:38:18] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:38:18,537, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:38:18] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:38:18,580, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:38:18] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:38:18,624, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:38:18] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[Time: 2024-04-22 09:39:12,697, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:39:12] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:39:12,730, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:39:12] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:39:12,730, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:39:12] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:39:12,759, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:39:12] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:39:22,066, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:39:22] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:39:22,099, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:39:22] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:39:22,099, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:39:22] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:39:22,127, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:39:22] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:39:29,980, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:39:29] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:39:30,011, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:39:30] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:39:30,011, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:39:30] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:39:30,042, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:39:30] "[36mGET /weather-images.jpg HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:43:35,732, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:43:35] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:43:35,780, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:43:35] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:43:35,790, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:43:35] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:43:35,806, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:43:35] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:44:17,070, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:44:17] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:44:17,101, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:44:17] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:44:17,101, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:44:17] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:44:17,141, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:44:17] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:44:57,564, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:44:57] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:44:57,596, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:44:57] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:44:57,597, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:44:57] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:44:57,641, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:44:57] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:45:13,207, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:45:13] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:45:13,245, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:45:13] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:45:13,246, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:45:13] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:45:13,271, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:45:13] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:45:13,310, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:45:13] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[Time: 2024-04-22 09:45:27,516, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:45:27] "GET / HTTP/1.1" 200 -
[Time: 2024-04-22 09:45:27,553, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:45:27] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:45:27,553, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:45:27] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:45:27,581, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:45:27] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:45:27,628, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:45:27] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[Time: 2024-04-22 09:46:00,884, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:46:00] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:46:00,913, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:46:00] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:46:00,914, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:46:00] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:46:00,953, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:46:00] "GET /weather-images.jpg HTTP/1.1" 200 -
[Time: 2024-04-22 09:46:05,950, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:46:05] "[36mGET / HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:46:05,985, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:46:05] "[36mGET /script.js HTTP/1.1[0m" 304 -
[Time: 2024-04-22 09:46:05,986, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:46:05] "GET /style.css HTTP/1.1" 200 -
[Time: 2024-04-22 09:46:06,045, File: _internal.py:96, Function: _log] INFO -  127.0.0.1 - - [22/Apr/2024 09:46:06] "[36mGET /weather-images.jpg HTTP/1.1[0m" 304 -
